########## точність 1e-6 ##########
Лабораторна робота №3 (варіант 19)
Виконав: студент групи ІПЗ-11 Одарчук Олексій
Обчислення суми ряду  SUM(x=1..5) SUM(k=1..inf) (-1)^k*x^k / ((k+2)^3*sqrt(k))

Увага: при k = 0 елемент ряду не визначено (sqrt(0) = 0 у знаменнику),
       тому внутрішнє підсумовування починається з k = 1.

Уведіть точність обчислення елемента ряду (наприклад 1e-6): 1e-6

Задана точність: 1.000e-06

=== Зовнішній параметр x = 1 ===
       x |      k |      елемент ряду a(k) |        накопичена сума
       5 |     34 |     2.139602943054e+18 |     1.752630536814e+18
       5 |     35 |    -9.712051068804e+18 |    -7.959420531989e+18
       5 |     36 |     4.419957728400e+19 |     3.624015675201e+19
       5 |     37 |    -2.016487235875e+20 |    -1.654085668354e+20
       5 |     38 |     9.221220189531e+20 |     7.567134521177e+20
       5 |     39 |    -4.226163505765e+21 |    -3.469450053647e+21
       5 |     40 |     1.940985569497e+22 |     1.594040564132e+22
       5 |     41 |    -8.932497075329e+22 |    -7.338456511196e+22
       5 |     42 |     4.118674846695e+23 |     3.384829195575e+23
       5 |     43 |    -1.902560243422e+24 |    -1.564077323864e+24
       5 |     44 |     8.804006560327e+24 |     7.239929236462e+24
       5 |     45 |    -4.080847488715e+25 |    -3.356854565069e+25
       5 |     46 |     1.894600168043e+26 |     1.558914711536e+26
       5 |     47 |    -8.809536002052e+26 |    -7.250621290515e+26
       5 |     48 |     4.102320397618e+27 |     3.377258268567e+27
       5 |     49 |    -1.913029398734e+28 |    -1.575303571877e+28
       5 |     50 |     8.933161462698e+28 |     7.357857890821e+28
       5 |     51 |    -4.176933146724e+29 |    -3.441147357642e+29
       5 |     52 |     1.955497541068e+30 |     1.611382805303e+30
       5 |     53 |    -9.166092307819e+30 |    -7.554709502515e+30
       5 |     54 |     4.301493522200e+31 |     3.546022571949e+31
       5 |     55 |    -2.020897686483e+32 |    -1.666295429288e+32
       5 |     56 |     9.504783930547e+32 |     7.838488501258e+32
       5 |     57 |    -4.475038586207e+33 |    -3.691189736081e+33
       5 |     58 |     2.109077329894e+34 |     1.739958356286e+34
       5 |     59 |    -9.949809023235e+34 |    -8.209850666949e+34
       5 |     60 |     4.698395441530e+35 |     3.877410374835e+35
       5 |     61 |    -2.220668328458e+36 |    -1.832927290975e+36
       5 |     62 |     1.050520428463e+37 |     8.672276993658e+36
       5 |     63 |    -4.973932972343e+37 |    -4.106705272978e+37
       5 |     64 |     2.356994037494e+38 |     1.946323510196e+38
  Доданків обчислено: 64; зупинка: елемент ряду перевищив 1e+38 (ряд розбігається)
  Внутрішня сума при x = 5: 1.946323510196e+38

============================================================
Загальна сума ряду: -1.847767787201e+38

УВАГА: для деяких значень x внутрішній ряд розбігається
(|a(k)| ~ x^k / k^3.5 необмежено зростає при x > 1),
тому підсумовування припинено за порогом переповнення 1e+38.
Загальна сума в цьому разі не має скінченного значення.
